cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
65,Marrakech,2026-05-01 10:31:46.912720,31.6295,-7.9811,18.98,18.81,72.0,1018.0,2.06,300.0,40.0,Clouds,scattered clouds,2.0,4.72,11.9,1.23,81.87,0.48,105.03,10.0,4.0,1.0,5.0,3
65,Rabat,2026-05-01 10:31:43.502419,34.0209,-6.8416,19.37,19.14,68.0,1019.0,2.06,50.0,12.0,Clouds,few clouds,2.0,6.33,10.95,2.75,87.66,5.22,108.69,10.0,4.0,1.0,5.0,4
65,Tanger,2026-05-01 10:31:53.566270,35.7595,-5.834,18.74,18.55,72.0,1020.0,3.09,260.0,75.0,Clouds,broken clouds,2.0,2.38,5.91,0.87,98.72,1.48,108.95,10.0,4.0,1.0,5.0,5
66,Agadir,2026-05-01 11:32:16.493863,30.4278,-9.5981,22.06,22.25,74.0,1018.0,3.4,245.0,100.0,Clouds,overcast clouds,2.0,3.32,13.77,0.34,85.33,0.5,108.06,11.0,4.0,1.0,5.0,0
66,Casablanca,2026-05-01 11:31:59.352396,33.5731,-7.5898,20.0,19.62,60.0,1019.0,3.09,30.0,0.0,Clear,clear sky,2.0,8.03,19.44,0.95,95.36,3.39,106.03,11.0,4.0,1.0,5.0,1
66,Fes,2026-05-01 11:32:09.422228,34.0181,-5.0078,20.95,21.01,73.0,1018.0,3.09,60.0,0.0,Clear,clear sky,2.0,2.48,3.32,0.3,83.29,0.15,97.41,11.0,4.0,1.0,5.0,2
66,Marrakech,2026-05-01 11:32:06.002566,31.6295,-7.9811,20.98,20.91,68.0,1018.0,1.03,0.0,40.0,Clouds,scattered clouds,2.0,4.82,11.84,0.65,87.19,0.42,102.74,11.0,4.0,1.0,5.0,3
66,Rabat,2026-05-01 11:32:02.625043,34.0209,-6.8416,21.37,21.13,60.0,1019.0,2.06,360.0,10.0,Clear,clear sky,2.0,7.82,12.35,1.8,97.15,5.34,107.13,11.0,4.0,1.0,5.0,4
66,Tanger,2026-05-01 11:32:12.866045,35.7595,-5.834,18.74,18.45,68.0,1020.0,2.57,250.0,75.0,Clouds,broken clouds,2.0,2.38,5.91,0.87,98.72,1.48,108.95,11.0,4.0,1.0,5.0,5
67,Agadir,2026-05-01 12:09:37.569032,30.4278,-9.5981,23.06,23.35,74.0,1018.0,3.4,245.0,100.0,Clouds,overcast clouds,2.0,3.32,13.77,0.34,85.33,0.5,108.06,12.0,4.0,1.0,5.0,0
67,Casablanca,2026-05-01 12:09:21.487587,33.5731,-7.5898,19.99,19.61,60.0,1019.0,2.68,30.0,25.0,Clouds,scattered clouds,2.0,8.03,19.44,0.95,95.36,3.39,106.03,12.0,4.0,1.0,5.0,1
67,Fes,2026-05-01 12:09:31.143739,34.0181,-5.0078,21.95,21.98,68.0,1018.0,3.09,60.0,0.0,Clear,clear sky,2.0,2.48,3.32,0.3,83.29,0.15,97.41,12.0,4.0,1.0,5.0,2
67,Marrakech,2026-05-01 12:09:27.945493,31.6295,-7.9811,21.98,21.8,60.0,1017.0,1.54,0.0,40.0,Clouds,scattered clouds,2.0,4.82,11.84,0.65,87.19,0.42,102.74,12.0,4.0,1.0,5.0,3
67,Rabat,2026-05-01 12:09:24.716990,34.0209,-6.8416,20.35,20.11,64.0,1019.0,4.12,320.0,0.0,Clear,clear sky,2.0,7.82,12.35,1.8,97.15,5.34,107.13,12.0,4.0,1.0,5.0,4
67,Tanger,2026-05-01 12:09:34.381771,35.7595,-5.834,19.74,19.44,64.0,1020.0,2.57,260.0,75.0,Clouds,broken clouds,3.0,2.33,5.65,0.57,101.93,1.31,108.22,12.0,4.0,1.0,5.0,5
68,Agadir,2026-05-01 13:09:55.543377,30.4278,-9.5981,25.06,25.55,74.0,1018.0,4.05,244.0,100.0,Clouds,overcast clouds,2.0,3.9,15.62,0.29,85.05,0.55,108.0,13.0,4.0,1.0,5.0,0
68,Casablanca,2026-05-01 13:09:39.314041,33.5731,-7.5898,20.55,20.12,56.0,1019.0,2.68,50.0,25.0,Clouds,scattered clouds,3.0,9.12,20.53,0.71,100.35,3.53,104.8,13.0,4.0,1.0,5.0,1
68,Fes,2026-05-01 13:09:49.016396,34.0181,-5.0078,22.95,22.87,60.0,1017.0,2.57,30.0,40.0,Clouds,scattered clouds,2.0,2.83,3.72,0.26,84.51,0.17,96.3,13.0,4.0,1.0,5.0,2
68,Marrakech,2026-05-01 13:09:45.769277,31.6295,-7.9811,22.98,22.8,56.0,1017.0,2.57,0.0,40.0,Clouds,scattered clouds,2.0,5.21,12.42,0.48,90.24,0.44,101.32,13.0,4.0,1.0,5.0,3
68,Rabat,2026-05-01 13:09:42.540025,34.0209,-6.8416,21.37,21.23,64.0,1019.0,3.6,330.0,10.0,Clear,clear sky,3.0,9.26,13.75,1.21,104.18,5.57,105.58,13.0,4.0,1.0,5.0,4
68,Tanger,2026-05-01 13:09:52.285387,35.7595,-5.834,19.74,19.44,64.0,1019.0,3.09,270.0,75.0,Clouds,broken clouds,3.0,2.33,5.51,0.43,103.72,1.24,107.76,13.0,4.0,1.0,5.0,5
69,Agadir,2026-05-01 14:10:13.493127,30.4278,-9.5981,25.06,25.55,74.0,1017.0,4.96,257.0,52.0,Clouds,broken clouds,2.0,4.44,16.28,0.26,85.23,0.64,108.48,14.0,4.0,1.0,5.0,0
69,Casablanca,2026-05-01 14:09:57.378894,33.5731,-7.5898,20.55,20.12,56.0,1019.0,3.58,40.0,51.0,Clouds,broken clouds,3.0,8.36,17.28,0.55,103.15,3.1,105.81,14.0,4.0,1.0,5.0,1
69,Fes,2026-05-01 14:10:07.042604,34.0181,-5.0078,23.95,23.86,56.0,1016.0,2.06,80.0,40.0,Clouds,scattered clouds,2.0,3.03,4.01,0.24,88.02,0.18,97.17,14.0,4.0,1.0,5.0,2
69,Marrakech,2026-05-01 14:10:03.799878,31.6295,-7.9811,24.97,24.91,53.0,1016.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,4.58,10.82,0.35,98.81,0.44,101.35,14.0,4.0,1.0,5.0,3
69,Rabat,2026-05-01 14:10:00.572634,34.0209,-6.8416,21.37,21.23,64.0,1018.0,5.66,340.0,78.0,Clouds,broken clouds,3.0,8.19,12.06,0.79,107.99,4.94,105.29,14.0,4.0,1.0,5.0,4
69,Tanger,2026-05-01 14:10:10.273996,35.7595,-5.834,19.75,19.45,64.0,1019.0,3.09,280.0,75.0,Clouds,broken clouds,3.0,2.29,5.33,0.38,104.58,1.2,107.49,14.0,4.0,1.0,5.0,5
70,Agadir,2026-05-01 15:10:32.821754,30.4278,-9.5981,25.06,25.53,73.0,1017.0,4.49,269.0,48.0,Clouds,scattered clouds,2.0,5.62,15.11,0.24,86.02,0.97,109.11,15.0,4.0,1.0,5.0,0
70,Casablanca,2026-05-01 15:10:15.887260,33.5731,-7.5898,19.99,19.72,64.0,1018.0,3.58,20.0,74.0,Clouds,broken clouds,3.0,7.89,14.07,0.56,108.22,4.47,103.97,15.0,4.0,1.0,5.0,1
70,Fes,2026-05-01 15:10:25.959672,34.0181,-5.0078,25.95,25.95,50.0,1016.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,2.8,3.85,0.25,90.83,0.21,96.17,15.0,4.0,1.0,5.0,2
70,Marrakech,2026-05-01 15:10:22.480495,31.6295,-7.9811,26.98,27.22,47.0,1015.0,3.09,310.0,40.0,Clouds,scattered clouds,3.0,4.3,10.6,0.32,102.85,0.53,99.95,15.0,4.0,1.0,5.0,3
70,Rabat,2026-05-01 15:10:19.135222,34.0209,-6.8416,21.37,21.13,60.0,1018.0,5.14,340.0,88.0,Clouds,overcast clouds,3.0,7.84,11.58,0.72,111.48,5.11,104.42,15.0,4.0,1.0,5.0,4
70,Tanger,2026-05-01 15:10:29.340751,35.7595,-5.834,20.74,20.44,60.0,1018.0,3.6,300.0,75.0,Clouds,broken clouds,3.0,2.35,5.5,0.41,105.64,1.26,107.12,15.0,4.0,1.0,5.0,5
71,Agadir,2026-05-01 16:10:52.721296,30.4278,-9.5981,25.06,25.4,68.0,1016.0,5.17,271.0,36.0,Clouds,scattered clouds,2.0,6.32,15.85,0.25,88.3,1.14,109.58,16.0,4.0,1.0,5.0,0
71,Casablanca,2026-05-01 16:10:35.875192,33.5731,-7.5898,20.01,19.74,64.0,1018.0,4.12,40.0,0.0,Clear,clear sky,3.0,8.14,14.02,0.66,110.28,5.09,102.6,16.0,4.0,1.0,5.0,1
71,Fes,2026-05-01 16:10:45.881218,34.0181,-5.0078,25.95,25.95,50.0,1015.0,3.6,20.0,40.0,Clouds,scattered clouds,2.0,2.94,4.11,0.26,91.77,0.26,95.41,16.0,4.0,1.0,5.0,2
71,Marrakech,2026-05-01 16:10:42.589184,31.6295,-7.9811,26.98,27.06,44.0,1014.0,2.06,0.0,40.0,Clouds,scattered clouds,3.0,5.07,12.84,0.35,103.35,0.66,99.32,16.0,4.0,1.0,5.0,3
71,Rabat,2026-05-01 16:10:39.211886,34.0209,-6.8416,21.37,21.23,64.0,1018.0,4.63,350.0,92.0,Clouds,overcast clouds,3.0,7.25,10.87,0.83,111.7,4.98,103.59,16.0,4.0,1.0,5.0,4
71,Tanger,2026-05-01 16:10:49.297319,35.7595,-5.834,20.74,20.44,60.0,1018.0,5.14,320.0,75.0,Clouds,broken clouds,3.0,2.33,5.59,0.44,105.68,1.27,106.62,16.0,4.0,1.0,5.0,5
72,Agadir,2026-05-01 17:11:11.291356,30.4278,-9.5981,24.06,24.22,65.0,1015.0,5.92,276.0,32.0,Clouds,scattered clouds,2.0,7.19,16.86,0.28,91.56,1.34,109.55,17.0,4.0,1.0,5.0,0
72,Casablanca,2026-05-01 17:10:55.135021,33.5731,-7.5898,19.99,19.72,64.0,1017.0,4.02,50.0,82.0,Clouds,broken clouds,3.0,8.24,14.03,0.87,113.33,5.9,103.23,17.0,4.0,1.0,5.0,1
72,Fes,2026-05-01 17:11:04.847224,34.0181,-5.0078,25.95,25.95,47.0,1015.0,2.57,0.0,40.0,Clouds,scattered clouds,2.0,3.17,4.55,0.32,93.33,0.34,95.73,17.0,4.0,1.0,5.0,2
72,Marrakech,2026-05-01 17:11:01.570508,31.6295,-7.9811,28.98,28.5,39.0,1014.0,2.06,0.0,40.0,Clouds,scattered clouds,3.0,6.84,17.51,0.53,104.35,0.92,100.88,17.0,4.0,1.0,5.0,3
72,Rabat,2026-05-01 17:10:58.355585,34.0209,-6.8416,20.37,20.13,64.0,1018.0,5.14,350.0,94.0,Clouds,overcast clouds,3.0,6.67,10.26,1.1,112.21,5.02,103.87,17.0,4.0,1.0,5.0,4
72,Tanger,2026-05-01 17:11:08.058410,35.7595,-5.834,20.74,20.44,60.0,1018.0,5.66,320.0,75.0,Clouds,broken clouds,3.0,2.4,5.95,0.52,105.9,1.29,106.24,17.0,4.0,1.0,5.0,5
73,Agadir,2026-05-01 18:11:29.319434,30.4278,-9.5981,23.06,23.04,62.0,1015.0,5.18,286.0,26.0,Clouds,scattered clouds,2.0,7.69,17.1,0.32,94.4,1.5,109.31,18.0,4.0,1.0,5.0,0
73,Casablanca,2026-05-01 18:11:12.947869,33.5731,-7.5898,19.99,19.72,64.0,1018.0,4.02,50.0,86.0,Clouds,overcast clouds,3.0,8.02,13.94,1.16,114.55,6.53,104.32,18.0,4.0,1.0,5.0,1
73,Fes,2026-05-01 18:11:22.892547,34.0181,-5.0078,25.95,25.95,47.0,1015.0,2.06,40.0,40.0,Clouds,scattered clouds,2.0,3.55,5.21,0.46,94.04,0.44,96.19,18.0,4.0,1.0,5.0,2
73,Marrakech,2026-05-01 18:11:19.660457,31.6295,-7.9811,28.98,28.33,37.0,1014.0,2.06,270.0,40.0,Clouds,scattered clouds,3.0,9.09,23.29,0.81,104.59,1.22,102.48,18.0,4.0,1.0,5.0,3
73,Rabat,2026-05-01 18:11:16.199027,34.0209,-6.8416,20.37,20.13,64.0,1017.0,4.63,350.0,95.0,Clouds,overcast clouds,3.0,6.04,9.68,1.59,111.53,5.07,104.77,18.0,4.0,1.0,5.0,4
73,Tanger,2026-05-01 18:11:26.109737,35.7595,-5.834,20.74,20.54,64.0,1018.0,4.63,330.0,75.0,Clouds,broken clouds,3.0,2.59,6.49,0.69,106.23,1.37,106.07,18.0,4.0,1.0,5.0,5
74,Agadir,2026-05-01 19:11:51.992641,30.4278,-9.5981,22.06,21.99,64.0,1015.0,4.16,293.0,23.0,Clouds,few clouds,2.0,7.65,16.51,0.35,97.0,1.59,109.07,19.0,4.0,1.0,5.0,0
74,Casablanca,2026-05-01 19:11:31.411899,33.5731,-7.5898,18.95,18.68,68.0,1018.0,4.12,50.0,0.0,Clear,clear sky,3.0,7.26,13.21,1.52,113.55,6.54,106.02,19.0,4.0,1.0,5.0,1
74,Fes,2026-05-01 19:11:42.672910,34.0181,-5.0078,24.95,24.88,53.0,1015.0,3.09,350.0,40.0,Clouds,scattered clouds,2.0,3.95,5.91,0.64,94.0,0.55,97.04,19.0,4.0,1.0,5.0,2
74,Marrakech,2026-05-01 19:11:37.964286,31.6295,-7.9811,28.98,28.33,37.0,1014.0,3.09,240.0,40.0,Clouds,scattered clouds,3.0,10.61,27.35,1.09,103.23,1.43,103.41,19.0,4.0,1.0,5.0,3
74,Rabat,2026-05-01 19:11:34.665597,34.0209,-6.8416,19.37,19.14,68.0,1018.0,4.63,350.0,96.0,Clouds,overcast clouds,3.0,5.08,8.65,2.14,107.52,4.91,105.84,19.0,4.0,1.0,5.0,4
74,Tanger,2026-05-01 19:11:47.281465,35.7595,-5.834,19.74,19.55,68.0,1018.0,2.57,320.0,0.0,Clear,clear sky,3.0,2.82,7.04,0.92,106.87,1.46,105.91,19.0,4.0,1.0,5.0,5
75,Agadir,2026-05-01 20:12:12.010095,30.4278,-9.5981,20.06,19.95,70.0,1015.0,2.75,300.0,5.0,Clear,clear sky,2.0,7.04,15.1,0.35,98.93,1.58,108.58,20.0,4.0,1.0,5.0,0
75,Casablanca,2026-05-01 20:11:54.089739,33.5731,-7.5898,18.95,18.68,68.0,1018.0,3.09,60.0,0.0,Clear,clear sky,3.0,6.2,12.08,2.12,107.97,6.07,106.14,20.0,4.0,1.0,5.0,1
75,Fes,2026-05-01 20:12:03.937130,34.0181,-5.0078,21.95,21.87,64.0,1016.0,3.6,310.0,40.0,Clouds,scattered clouds,2.0,4.22,6.37,1.13,84.58,0.55,96.38,20.0,4.0,1.0,5.0,2
75,Marrakech,2026-05-01 20:12:00.636902,31.6295,-7.9811,24.98,24.76,47.0,1014.0,5.14,360.0,40.0,Clouds,scattered clouds,2.0,11.46,29.56,1.51,98.65,1.53,102.72,20.0,4.0,1.0,5.0,3
75,Rabat,2026-05-01 20:11:57.316369,34.0209,-6.8416,18.35,18.25,77.0,1018.0,3.6,350.0,100.0,Clouds,overcast clouds,2.0,4.21,7.65,3.01,99.89,4.72,105.87,20.0,4.0,1.0,5.0,4
75,Tanger,2026-05-01 20:12:07.909712,35.7595,-5.834,18.74,18.55,72.0,1018.0,1.54,330.0,0.0,Clear,clear sky,3.0,3.07,7.59,1.26,106.78,1.52,106.34,20.0,4.0,1.0,5.0,5
76,Agadir,2026-05-01 21:12:30.631832,30.4278,-9.5981,18.06,17.88,75.0,1017.0,1.28,12.0,5.0,Clear,clear sky,2.0,6.06,13.26,0.34,99.71,1.41,108.94,21.0,4.0,1.0,5.0,0
76,Casablanca,2026-05-01 21:12:13.926175,33.5731,-7.5898,17.77,17.48,72.0,1019.0,2.68,30.0,58.0,Clouds,broken clouds,3.0,5.53,11.64,2.53,103.2,5.6,107.73,21.0,4.0,1.0,5.0,1
76,Fes,2026-05-01 21:12:23.611918,34.0181,-5.0078,19.95,19.88,72.0,1017.0,3.09,300.0,40.0,Clouds,scattered clouds,2.0,4.43,6.7,1.72,72.53,0.47,96.57,21.0,4.0,1.0,5.0,2
76,Marrakech,2026-05-01 21:12:20.389440,31.6295,-7.9811,22.97,22.71,53.0,1016.0,5.14,10.0,40.0,Clouds,scattered clouds,2.0,12.19,31.14,1.82,95.32,1.58,104.05,21.0,4.0,1.0,5.0,3
76,Rabat,2026-05-01 21:12:17.150020,34.0209,-6.8416,17.37,17.3,82.0,1019.0,2.57,350.0,100.0,Clouds,overcast clouds,2.0,3.7,7.11,3.62,93.82,4.66,107.36,21.0,4.0,1.0,5.0,4
76,Tanger,2026-05-01 21:12:27.420510,35.7595,-5.834,18.74,18.55,72.0,1018.0,2.06,10.0,0.0,Clear,clear sky,3.0,3.28,8.02,1.44,105.89,1.55,106.82,21.0,4.0,1.0,5.0,5
77,Agadir,2026-05-01 22:12:50.321928,30.4278,-9.5981,18.06,17.96,78.0,1018.0,2.24,87.0,4.0,Clear,clear sky,2.0,5.2,11.89,0.33,99.33,1.19,109.31,22.0,4.0,1.0,5.0,0
77,Casablanca,2026-05-01 22:12:32.893836,33.5731,-7.5898,17.77,17.48,72.0,1020.0,1.79,70.0,49.0,Clouds,scattered clouds,2.0,5.0,11.27,2.66,98.83,5.14,109.06,22.0,4.0,1.0,5.0,1
77,Fes,2026-05-01 22:12:43.142441,34.0181,-5.0078,16.95,17.16,94.0,1018.0,3.09,240.0,0.0,Clear,clear sky,2.0,4.52,6.92,2.16,65.15,0.43,96.68,22.0,4.0,1.0,5.0,2
77,Marrakech,2026-05-01 22:12:39.907521,31.6295,-7.9811,19.98,19.7,64.0,1018.0,2.57,320.0,0.0,Clear,clear sky,2.0,12.65,31.84,1.96,93.12,1.62,105.29,22.0,4.0,1.0,5.0,3
77,Rabat,2026-05-01 22:12:36.502003,34.0209,-6.8416,17.35,17.44,88.0,1020.0,1.54,350.0,100.0,Clouds,overcast clouds,2.0,3.44,6.88,3.68,89.72,4.61,108.87,22.0,4.0,1.0,5.0,4
77,Tanger,2026-05-01 22:12:46.633347,35.7595,-5.834,18.74,18.55,72.0,1019.0,1.54,130.0,0.0,Clear,clear sky,3.0,3.36,8.18,1.5,104.83,1.55,107.4,22.0,4.0,1.0,5.0,5
78,Agadir,2026-05-01 23:13:10.654476,30.4278,-9.5981,17.06,16.96,82.0,1018.0,3.44,110.0,4.0,Clear,clear sky,2.0,4.62,11.06,0.32,98.45,0.97,109.1,23.0,4.0,1.0,5.0,0
78,Casablanca,2026-05-01 23:12:53.458799,33.5731,-7.5898,17.77,17.48,72.0,1020.0,1.34,80.0,57.0,Clouds,broken clouds,2.0,4.6,10.95,2.74,93.31,4.47,108.25,23.0,4.0,1.0,5.0,1
78,Fes,2026-05-01 23:13:03.795926,34.0181,-5.0078,15.95,16.06,94.0,1018.0,2.06,230.0,0.0,Clear,clear sky,1.0,4.41,6.81,2.45,59.77,0.39,95.15,23.0,4.0,1.0,5.0,2
78,Marrakech,2026-05-01 23:13:00.413812,31.6295,-7.9811,18.98,18.58,63.0,1019.0,3.09,300.0,0.0,Clear,clear sky,2.0,12.7,31.44,2.07,89.29,1.54,104.43,23.0,4.0,1.0,5.0,3
78,Rabat,2026-05-01 23:12:57.040836,34.0209,-6.8416,14.37,14.32,94.0,1019.0,0.0,0.0,100.0,Clouds,overcast clouds,2.0,3.35,6.84,3.65,85.46,4.44,108.21,23.0,4.0,1.0,5.0,4
78,Tanger,2026-05-01 23:13:07.095288,35.7595,-5.834,17.74,17.45,72.0,1018.0,3.6,100.0,0.0,Clear,clear sky,3.0,3.36,8.12,1.62,102.15,1.51,107.38,23.0,4.0,1.0,5.0,5
79,Agadir,2026-05-02 07:55:17.020721,30.4278,-9.5981,14.06,13.82,88.0,1017.0,1.97,166.0,15.0,Clouds,few clouds,2.0,4.03,11.48,0.41,90.44,1.02,107.15,7.0,5.0,2.0,5.0,0
79,Casablanca,2026-05-02 07:55:00.101266,33.5731,-7.5898,16.84,16.59,77.0,1019.0,1.03,0.0,100.0,Clouds,overcast clouds,2.0,5.9,14.32,2.58,69.02,1.59,107.61,7.0,5.0,2.0,5.0,1
79,Fes,2026-05-02 07:55:10.159614,34.0181,-5.0078,14.95,14.96,94.0,1018.0,1.03,340.0,0.0,Clear,clear sky,1.0,3.58,5.96,3.08,40.3,0.21,92.08,7.0,5.0,2.0,5.0,2
79,Marrakech,2026-05-02 07:55:06.779027,31.6295,-7.9811,13.98,13.57,82.0,1018.0,3.09,260.0,89.0,Clouds,overcast clouds,2.0,14.29,31.06,2.99,61.52,0.69,105.37,7.0,5.0,2.0,5.0,3
79,Rabat,2026-05-02 07:55:03.385638,34.0209,-6.8416,15.37,15.57,100.0,1019.0,0.0,0.0,100.0,Clouds,overcast clouds,2.0,4.59,8.82,3.47,65.97,2.05,105.06,7.0,5.0,2.0,5.0,4
79,Tanger,2026-05-02 07:55:13.639553,35.7595,-5.834,16.74,16.77,88.0,1018.0,2.06,70.0,100.0,Clouds,overcast clouds,2.0,3.73,9.06,3.06,82.86,1.77,109.86,7.0,5.0,2.0,5.0,5
80,Agadir,2026-05-02 08:55:35.498900,30.4278,-9.5981,17.06,16.99,83.0,1017.0,2.25,156.0,23.0,Clouds,few clouds,2.0,4.47,12.8,0.47,89.49,1.06,107.15,8.0,5.0,2.0,5.0,0
80,Casablanca,2026-05-02 08:55:18.946235,33.5731,-7.5898,17.89,17.61,72.0,1019.0,2.06,20.0,75.0,Clouds,broken clouds,2.0,6.07,14.9,2.68,68.84,1.77,106.47,8.0,5.0,2.0,5.0,1
80,Fes,2026-05-02 08:55:28.838156,34.0181,-5.0078,15.95,16.21,100.0,1018.0,1.03,0.0,0.0,Clear,clear sky,1.0,3.31,5.82,2.56,37.75,0.19,90.51,8.0,5.0,2.0,5.0,2
80,Marrakech,2026-05-02 08:55:25.548578,31.6295,-7.9811,15.98,15.77,82.0,1018.0,3.09,260.0,83.0,Clouds,broken clouds,2.0,13.96,31.01,2.99,64.11,0.73,104.86,8.0,5.0,2.0,5.0,3
80,Rabat,2026-05-02 08:55:22.296901,34.0209,-6.8416,16.37,16.67,100.0,1019.0,1.54,310.0,100.0,Clouds,overcast clouds,2.0,4.77,9.18,3.55,66.11,2.36,104.62,8.0,5.0,2.0,5.0,4
80,Tanger,2026-05-02 08:55:32.218950,35.7595,-5.834,17.74,17.87,88.0,1018.0,1.03,0.0,40.0,Clouds,scattered clouds,2.0,3.88,9.34,3.6,81.93,1.79,110.77,8.0,5.0,2.0,5.0,5
82,Agadir,2026-05-02 10:57:57.591078,30.4278,-9.5981,21.06,21.15,74.0,1018.0,3.22,241.0,28.0,Clouds,scattered clouds,2.0,5.05,14.93,0.33,88.52,1.13,106.84,10.0,5.0,2.0,5.0,0
82,Casablanca,2026-05-02 10:57:39.755098,33.5731,-7.5898,17.89,17.61,72.0,1019.0,2.06,10.0,75.0,Clouds,broken clouds,2.0,6.57,15.68,1.37,89.04,3.99,103.79,10.0,5.0,2.0,5.0,1
82,Fes,2026-05-02 10:57:50.321976,34.0181,-5.0078,17.95,17.94,82.0,1018.0,3.6,300.0,75.0,Clouds,broken clouds,2.0,4.33,8.08,0.61,76.49,0.37,94.01,10.0,5.0,2.0,5.0,2
82,Marrakech,2026-05-02 10:57:46.841167,31.6295,-7.9811,16.98,16.74,77.0,1018.0,2.57,260.0,52.0,Clouds,broken clouds,2.0,10.75,26.29,0.7,93.0,0.73,102.69,10.0,5.0,2.0,5.0,3
82,Rabat,2026-05-02 10:57:43.149184,34.0209,-6.8416,19.37,19.37,77.0,1019.0,2.57,310.0,100.0,Clouds,overcast clouds,2.0,5.7,10.45,1.89,89.71,4.19,103.79,10.0,5.0,2.0,5.0,4
82,Tanger,2026-05-02 10:57:54.008280,35.7595,-5.834,18.74,18.68,77.0,1018.0,3.6,280.0,40.0,Clouds,scattered clouds,2.0,3.57,8.59,1.3,99.56,2.12,108.03,10.0,5.0,2.0,5.0,5
83,Agadir,2026-05-02 11:58:17.294913,30.4278,-9.5981,24.06,24.38,71.0,1017.0,3.55,249.0,30.0,Clouds,scattered clouds,2.0,5.75,16.78,0.25,88.93,1.23,106.76,11.0,5.0,2.0,5.0,0
83,Casablanca,2026-05-02 11:58:00.642635,33.5731,-7.5898,18.95,18.68,68.0,1019.0,2.06,20.0,75.0,Clouds,broken clouds,2.0,7.12,15.95,0.89,96.71,4.33,101.75,11.0,5.0,2.0,5.0,1
83,Fes,2026-05-02 11:58:10.748655,34.0181,-5.0078,18.95,19.04,82.0,1017.0,4.63,280.0,75.0,Clouds,broken clouds,2.0,4.82,8.99,0.35,82.25,0.39,93.66,11.0,5.0,2.0,5.0,2
83,Marrakech,2026-05-02 11:58:07.473356,31.6295,-7.9811,20.97,20.79,64.0,1017.0,1.54,0.0,75.0,Clouds,broken clouds,2.0,9.82,24.45,0.39,97.11,0.66,100.83,11.0,5.0,2.0,5.0,3
83,Rabat,2026-05-02 11:58:04.091715,34.0209,-6.8416,19.37,19.37,77.0,1019.0,2.06,320.0,100.0,Clouds,overcast clouds,2.0,6.26,10.83,1.28,97.26,4.55,102.4,11.0,5.0,2.0,5.0,4
83,Tanger,2026-05-02 11:58:14.025227,35.7595,-5.834,19.74,19.78,77.0,1018.0,1.54,0.0,40.0,Clouds,scattered clouds,3.0,3.64,8.42,0.91,104.1,1.96,107.67,11.0,5.0,2.0,5.0,5
84,Agadir,2026-05-02 12:58:35.676711,30.4278,-9.5981,24.06,24.3,68.0,1016.0,5.0,255.0,28.0,Clouds,scattered clouds,2.0,6.6,18.37,0.21,90.04,1.39,106.96,12.0,5.0,2.0,5.0,0
84,Casablanca,2026-05-02 12:58:19.364112,33.5731,-7.5898,19.01,18.74,68.0,1018.0,2.06,360.0,75.0,Clouds,broken clouds,3.0,7.73,16.13,0.66,101.23,4.74,100.17,12.0,5.0,2.0,5.0,1
84,Fes,2026-05-02 12:58:29.155732,34.0181,-5.0078,19.95,19.88,72.0,1016.0,4.63,300.0,40.0,Clouds,scattered clouds,2.0,5.22,9.5,0.31,82.89,0.41,92.91,12.0,5.0,2.0,5.0,2
84,Marrakech,2026-05-02 12:58:25.867406,31.6295,-7.9811,21.98,21.7,56.0,1016.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,10.19,25.39,0.32,98.56,0.68,99.58,12.0,5.0,2.0,5.0,3
84,Rabat,2026-05-02 12:58:22.640399,34.0209,-6.8416,19.37,19.37,77.0,1018.0,2.06,320.0,100.0,Clouds,overcast clouds,3.0,6.76,11.13,0.98,100.98,4.94,101.29,12.0,5.0,2.0,5.0,4
84,Tanger,2026-05-02 12:58:32.385992,35.7595,-5.834,20.73,20.76,73.0,1018.0,4.12,270.0,40.0,Clouds,scattered clouds,3.0,3.79,8.47,0.68,107.68,1.86,107.4,12.0,5.0,2.0,5.0,5
85,Agadir,2026-05-02 13:58:53.965105,30.4278,-9.5981,25.06,25.34,66.0,1016.0,5.47,270.0,31.0,Clouds,scattered clouds,2.0,7.31,19.02,0.18,91.15,1.56,107.7,13.0,5.0,2.0,5.0,0
85,Casablanca,2026-05-02 13:58:37.733200,33.5731,-7.5898,21.01,20.73,60.0,1018.0,2.06,20.0,40.0,Clouds,scattered clouds,3.0,7.19,14.0,0.52,105.07,4.63,100.76,13.0,5.0,2.0,5.0,1
85,Fes,2026-05-02 13:58:47.508719,34.0181,-5.0078,20.95,21.01,73.0,1016.0,4.63,300.0,75.0,Clouds,broken clouds,2.0,5.29,9.46,0.29,86.63,0.41,93.73,13.0,5.0,2.0,5.0,2
85,Marrakech,2026-05-02 13:58:44.275845,31.6295,-7.9811,23.98,23.82,53.0,1015.0,1.54,0.0,40.0,Clouds,scattered clouds,3.0,10.62,26.87,0.3,102.55,0.77,100.88,13.0,5.0,2.0,5.0,3
